	contract_id	cnt_blocks_1m	cnt_blocks_2m	cnt_blocks_3m	cnt_blocks_2m_sum	cnt_blocks_3m_sum	ratio_cnt_blocks_2m	ratio_cnt_blocks_3m	avg_block_3m	last_block	ratio_last_block_to_3m	age	contract_duration	cnt_active_services_now	cnt_active_services	cnt_canceled_services	avg_service_time	last_change_time	avg_service	cnt_contracts_in_area	cnt_active_contarcts_in_area	cnt_broken_contracts_in_area	credit_3m	credit_2m	credit_1m	cnt_transactions_3m	cnt_transactions_2m	cnt_transactions_1m	transaction_period_3m	transaction_period_2m	transaction_period_1m	avg_transaction_3m	avg_transaction_2m	avg_transaction_1m	last_transaction	ratio_last_transaction_to_3m	ratio_last_transaction_to_2m	ratio_last_transaction_to_1m	last_transaction_time	ratio_last_transaction_time_to_1m	ratio_last_transaction_time_to_2m	ratio_last_transaction_time_to_3m	cnt_favorite_transactions	cnt_types_of_transaction	cnt_tariff_plan	last_tariff_plan_change	tariff_payment_now	tariff_payment_before	diff_in_tariff_payments	avg_tariff_change_time	cnt_equip	traffic_activity_1m	open_sessions_1m	traffic_activity_2m	open_sessions_2m	traffic_activity_3m	open_sessions_3m	traffic_activity_1w	open_sessions_1w	traffic_activity_2w	open_sessions_2w	traffic_activity_3w	open_sessions_1m.1	traffic_activity_4w	open_sessions_4w	ratio_traffic_1m_to_3m	ratio_traffic_1m_to_2m	avg_daily_traffic_1m	avg_daily_traffic_2m	avg_daily_traffic_3m	avg_daily_traffic_1w	avg_daily_traffic_2w	avg_daily_traffic_3w	avg_daily_traffic_4w	avg_traffic_per_session_1m	avg_traffic_per_session_2m	avg_traffic_per_session_3m	avg_traffic_per_session_1w	avg_traffic_per_session_2w	avg_traffic_per_session_3w	avg_traffic_per_session_4w	ARPU	churn
410	4392	2	18	0	20	20	0	0,4574183277	204	1599,4662517	0	39	77	0	0	0	0	258	0,5220291359	62	47	0	9,3452059043	3,4983787874	0	0	0	0	10	0	5	0	0	5,1095169442	2,3008844096	1,8427420607	3,8091670248	0	42	0,0753946575	0,0017498975	0,57641437	151	3	0	1706	3,5730803634	11,7540362532	-8,1809558898	0	0	210,787865385	1626524	138,126839176	1155770	32,5603558468	287453	0	0	26,1329791336	199658	0	0	24,489843828	192567	0,5312026203	0,62036025	0,7614272384	3,7280064987	1,1966922945	0	0	2,2303932841	2,8395062658	0,0024276418	0	9,29932467437e-05	0,0003240811	0,0004871039	0,0007815311	0	516	1
411	3491	1	1	0	2	2	1	0,7820692902	0	615,859872307	7,0319868348	18	1090	1	1	0	259	0	0,7820640488	294	168	33	11,6204971085	9,727489154	1,7220146384	0	5	1	0	25	11	2,8700881258	0	2,4060289163	9,0502745322	1,5941847058	0	2,0474220773	2	0	0,6808782468	0	81	0	1	0	0	2,7999340508	-2,7999340508	69,5029525113	0	5,3301519789	41129	0	0	0	0	0	0	0	0	16,3746782807	116329	2,7795623454	21856	0,2291842502	1	0	1,7257513649	0	0,2492713576	1,1366351562	0	0,6815827238	0	0,0002341311	0,000291019	0	0,0028259466	0,0026828846	0,0006221278	2390	1
412	2922	1	4	3	5	8	0,3516477143	0,3657994444	59	757,376137992	3,6739019129	35	653	1	0	4	459	731	0,4504847676	30	27	1	2,8520843684	6,8585961707	2,9151059933	4	6	0	41	24	0	0	0	0	3,1483966645	1,1362369374	1,2417424201	1,62771134	0	0	0,8826887982	0	165	3	16	0	0,9276761899	1,9664730085	-1,0387968186	695,154761867	0	0	0	0	0	9,0854794978	80209	31,3574017245	283927	113,131972557	864340	19,5498795386	138886	14,6584392702	115261	0	0,3547289217	1,2311696883	0	0,3219389925	0,4632007891	0	0	0	0,0014737826	0	0	0,0004848989	0,0005885143	0	0	1860	1
413	3815	2	2	0	4	4	0	0,1788715614	0	826,832495924	0	30	155	1	3	0	149	1643	1,4545443985	70	13	1	14,5642528665	6,2925378959	5,6036123366	0	0	11	55	42	121	0	0	0	0	0	6,1631363816	0	4	0,8265840902	0,6360268677	0,3351914963	0	3	14	0	2,6283833545	1,3204507113	1,3079326432	510,69995802	1	29,3686580964	226620	18,2038003039	152319	66,9945635186	591449	1,9706942215	17843	0	0	0	0	16,2858217915	128057	0	1	2,5754613581	0,9283249825	3,2427784542	0,6749178135	0	0	0	0,0005972148	0,0001616	0,0004944864	0	0,0014490808	0,0027157032	0	346	1
414	2305	5	40	0	45	45	0	0	0	241,777211831	0	71	1690	1	0	0	661	0	1,7619538618	106	100	10	2,012086715	0,7891014817	0,5959100396	0	2	12	1	32	0	1,5015213065	0,7338764929	0,9882412195	4,6832159786	0	2,4806465087	2,6560185033	0	0	1,0447916394	1,1051162619	86	2	12	0	2,4324210799	1,4777055816	0,9547154983	417,549029316	0	85,8913646167	716211	22,3230850144	202056	0	0	6,275656279	44935	0	0	10,3979682102	87270	0	0	1	0,2312503413	0,8858760633	1,1431916463	0	0	0	3,9512608422	0	0	0	0	0,0003968603	0	0,0002616701	0	1304,24182149	0
415	4302	0	5	0	5	5	0,0473302266	0	0	576,108374437	4,6426072034	60	109	1	0	2	0	461	1,7259436439	385	222	1	0	9,6862619774	0	0	0	0	0	7	10	2,0906613473	0,9523882562	2,5411903919	0	3,0522609559	4,0307539969	1,2859562983	0	0,5272280782	1,3670182814	1,4692977152	274	0	22	1737	5,9457777558	0	5,9457777558	0	0	9,6712518875	74627	0	0	0	0	13,0639609514	118288	0	0	18,9160507232	134383	20,2228773224	159015	0,0776402128	0	0	0	0	0	0	0	1,8080626946	0,0016463233	0	0,0003181213	0	0	0,0036767579	0	288	1
416	2790	1	0	0	1	1	0,6152973216	0,2981961011	543	0	2,9470604267	57	333	0	4	1	436	490	0,9319192116	107	5	0	34,1811061065	0	0	4	8	3	5	42	11	3,1777319669	3,2996803271	7,221868953	5,0392941378	0	2,1607206034	0,6584631306	0	2,9541440974	1,0992179688	3,1967594387	156	0	4	0	0,1846401695	2,8060185909	-2,6213784214	741,018097435	0	17,9224717932	138297	18,4005326497	153965	24,1304088197	213031	3,5339724121	31998	0	0	2,8740845709	20418	7,9757055471	62714	0	0,1963552686	0	1,0062402297	0	0,45111383	0,9312729232	0	0	0	0	0	0,0002518982	0,0061857629	0,0010058108	0	574,378181932	1
417	335	2	1	1	3	4	0,877482341	1	0	266,861507397	3,6356550633	63	1515	1	0	0	0	0	0,238979338	285	154	17	5,3156968384	5,3736795352	0	6	13	0	9	0	68	0,0362372778	7,9697908301	3,4759204665	0	2,0995397115	0,3669942117	0	0	0	0,563998074	0,0628481152	520	3	0	0	0	2,9882626094	-2,9882626094	361,184784056	0	0	0	0	0	123,998369465	1061667	4,6785614179	33499	16,4731002293	136383	5,4025733233	45344	0	0	0,3240644049	0,3124445498	0	0,6004978942	0	1,4254961015	1,8840730241	1,3830168195	10,4405023171	0	0	0	0,0007584038	0,0004406044	6,14439931901e-05	9,32516195029e-05	1613,14697065	0
418	5123	3	0	1	3	4	0	1	1390	14,4855597498	1,0781256163	32	910	1	5	1	676	1877	1,2504734406	334	268	3	5,8019759471	0	0	0	4	3	0	13	0	0	3,2115918567	3,2534353269	4,3496390505	3,9450535083	6,4195132574	1,575853989	67	0	1,4770817148	0,0092922175	105	0	13	0	0,8091628693	8,3651718599	-7,5560089906	2599,24449144	0	0	0	0	0	80,3076639452	708982	18,5956523792	168375	5,622234081	42954	11,6281300918	82608	0,9292261354	7306	0	1	0,2082435596	1,092155694	0	0	0	0	0	0	0	0,0003851743	0,0011520945	0,0007467335	0	0,0014482585	622	1
419	1996	5	5	11	10	21	0	1	421	1628,46651397	0	32	3219	0	0	0	114	0	1,0505624338	303	92	10	0,1341085095	2,4168505142	20,0973703508	0	5	2	2	26	0	0	0	0	0,3196715271	0,9930338174	1,6669118048	0	89	0	1,0954002617	0,8338597451	272	3	8	35	2,5983771036	0	2,5983771036	129,597688576	0	0	0	64,5869585405	584606	0	0	6,5022354511	46558	0	0	0	0	0	0	0	0,8219114516	0	0,5341058242	1,1261958593	2,6745207217	0	0	1,8054986691	0,0004996283	0,0002726176	0,0001744429	0	0,000306322	0,0004587638	5,19653242419e-05	652	0
420	834	0	1	0	1	1	0,9756758971	0,508211833	512	344,114789641	13,9537260136	64	1304	0	3	0	0	789	1,4787280488	109	77	12	1,8731628502	13,4273177543	2,7987870197	1	6	0	27	22	0	5,2072320007	1,1798446362	4,5609328023	0	0	0	1,9969388523	45	0,8391168996	3,5441671613	0,2550933669	381	2	13	1016	2,022762101	1,97480402	0,047958081	1382,48165287	0	0,7853197351	6548	145,947877139	1321042	0	0	0	0	12,6026838724	104339	6,5566706377	55030	15,7116729198	131868	0,495147748	0	0	2,4224730493	0,7259802289	0	0	3,6084475239	0	0	0,0004511462	0	0	0	0	0,0002488696	1048,75220139	0
421	2785	7	9	0	16	16	0,2308825282	0	223	1352,10071419	2,8549296142	18	463	0	4	0	370	0	0,8290302426	138	37	4	6,9871535824	4,2194843872	6,2747912979	10	2	0	0	0	35	2,0515268868	0	7,8356808043	7,4945046921	2,9017338313	2,707930527	0,8457781359	0	1,5051580305	1,1130378181	1,300234004	174	4	0	1014	1,6610749257	3,6328700645	-1,9717951388	220,083495137	0	132,798210648	1024724	1,8977117661	15879	0	0	3,8193282747	34582	18,3977950918	140561	21,40620718	152074	0	0	0,1754769173	0	1,0021820321	0	1,1019630399	0	1,8231646862	0,6492093946	1,0410757219	0	0	0	0	0	0,0022054687	0	284,988176671	1
422	2487	0	2	3	2	5	0,1149571585	1	0	633,429498005	7,2309392137	23	180	1	0	2	0	0	0,1952265699	13	0	0	8,0236291126	9,4481260308	1,2076397825	8	7	2	65	13	4	3,7178174699	10,8147524953	1,4113909636	0	0	2,9030427268	0	28	0	10,220087049	0	24	6	11	264	9,1358504038	5,3676289442	3,7682214595	4,5346392741	2	10,0593278345	83880	0	0	87,6843430419	750749	0	0	0	0	0	0	7,8920837702	66238	1	0,1118640069	1,6402323959	1,3116995006	2,5682934829	0	0	0	2,0720385424	0,0006388075	0	0,0005422512	0	0,0001442955	0	0,0011395876	1088	0
423	2377	1	2	0	3	3	0,7321116806	1	0	438,472859731	0	27	485	1	1	5	0	290	0,584797697	203	29	4	0	7,9775372227	0	3	7	0	0	0	37	0	0,7448510519	0	1,2934973818	1,1921418616	0,8076955034	1,8262155925	25	0	3,1152665542	0,0730999435	323	3	18	313	0,6993892481	2,1810187131	-1,481629465	203,609249024	0	82,4294946411	687344	0	0	0	0	1,8085907366	12950	4,1712462745	34534	8,9443155872	75070	0	0	0,3153809422	1	0,4925237722	5,2654787727	1,2333687087	0,6444546454	0,0127589769	0	1,5218602801	0,0012298842	0,0002371358	0	0	0,0002146152	0	0	360	0
424	1227	4	4	0	8	8	0,9522816973	0,9009456964	0	0	0	55	35	0	2	0	428	0	1,1437669802	1	0	0	0	6,7529764565	2,958920048	0	3	0	2	0	182	0	0,1475724327	2,259601685	4,0938328522	0,1977869321	7,10271655	0	32	1,0793391811	0,2909739904	1,6175586005	593	31	0	539	3,8758153253	3,2991397484	0,5766755769	627,168439879	1	36,9020278644	307710	18,1234361497	164043	0	0	0	0	0	0	0,7521167357	6312	0,2085507987	1750	0,6158535818	0,4206935291	1,5684011264	0	3,394612507	1,60808144	0	0,1644471794	0,4463179893	0,0006669507	0	0	0	0,0005586839	0,0011770177	0,0005446512	900	0
425	2494	0	0	0	0	0	0,9651160745	0,325863937	240	130,823035218	0,5979360153	71	1160	3	5	0	0	0	0	55	54	5	14,3990861316	0	5,8668289065	0	0	0	51	2	0	0	0	0	5,333789124	2,4400824556	2,7601234147	0,9359377303	36	0	2,0077428575	0	66	1	0	447	6,0686051425	0	6,0686051425	873,48587948	11	0	0	69,998686384	633590	172,338463055	1475553	0	0	5,790443855	47939	0	0	6,2435363747	52402	0	0,576039368	1,8567121532	1,5897361734	1,6995954356	0,5280972212	0	0	1,2283961962	0	0,0002826605	0,0004171399	8,9144873287e-05	0	0	1,62830106192e-05	930,161832673	0
426	4146	3	0	55	3	58	0,6507692186	0	0	427,403141448	0	34	52	3	0	2	0	706	0,5653278487	52	27	1	3,0058416791	7,6581106102	0,8529292693	0	0	4	0	23	13	0	0	0,09196613	0	6,072845054	0	0,0364332998	14	5,3515548558	1,4385044041	0,7824976081	146	2	64	1494	2,2503186817	1,3104792729	0,9398394088	0	0	0	0	0	0	23,5308771959	207738	0	0	4,7157825213	36029	0	0	12,3992151815	97496	0,313380086	0	0,8561113834	0	5,4632381888	0	0,4880971631	0	0	0	0	0	0,0021295574	0	0,0015163512	0,0077651494	1686	1
427	1079	2	10	2	12	14	0,0068201744	0	0	0	0	19	159	0	0	0	0	4905	0,915282228	19	2	0	8,2001997536	6,8777127068	0	0	40	1	0	0	34	0	1,5256591573	3,2398152717	3,1331319221	0,8407162689	0,8504220143	0	23	0	0	0	209	3	7	1010	5,2238843977	0,2577424382	4,9661419595	324,390690184	0	13,2925039875	110840	12,30928589	111417	0	0	9,2386678657	66151	0	0	0	0	18,3202456167	153762	0	1	0	0	15,4784924836	0	0	0	0,2580373599	0,0009392439	0	0,0003513565	0,0002617434	0	8,82988455579e-05	0,0002047807	246	0
428	4993	0	0	7	0	7	1	0	394	27,9004305787	0	34	445	0	0	0	385	0	1,0125661458	134	117	20	2,775463427	0	0	0	0	0	0	23	18	5,3690951278	0	0	13,7882694024	0	0,663441586	0,3593952	27	1,8188270695	0	0,7750400545	988	4	30	0	0	5,690909835	-5,690909835	0	0	0	0	24,978104127	209003	22,6048680523	199563	2,1953594417	19878	0	0	17,4900032867	124252	8,0668724606	63430	0	0	0,2076811383	1,6865556876	0	0	1,8968129513	0,3856168418	8,8395122879	0,0046086758	0	0,0002055554	0	0	0,0015353425	0,0011736793	1026	1
429	5148	1	0	0	1	1	0,5666148557	0,5440572679	185	0	2,019582357	26	36	0	0	0	1460	0	2,0741213794	161	73	3	2,9455939042	1,0206108456	1,6429426464	11	0	2	10	5	54	0	0	0	0	0	0	0,668753744	81	1,6093726584	0,0980589274	0	99	5	0	117	0	0	0	406,16569841	0	8,6935509367	67082	0	0	195,259589219	1723815	12,235871902	110790	12,038929541	91978	2,7187159686	19314	0	0	0	0,1535513968	0	0	0,0401342623	2,682938133	0	0	0,4828295629	0	0,0020164052	0	0,0002298321	0	0	0	1018	1
430	3018	24	2	4	26	30	0,3408210386	0,5472503693	0	0	1,675163099	53	29	0	0	0	0	3784	1,0419545445	77	64	12	0	13,3374929914	2,551298301	1	7	1	3	59	6	0	0	3,9933479386	0	0,9524692359	0,6446471081	0	0	10,8913841273	3,920257669	0	68	0	15	0	0	0,7381232512	-0,7381232512	31,4716754702	0	0	0	0	0	65,1595392185	575249	6,6109976506	59859	20,530731461	156856	14,9112230088	105932	0	0	0,6167055705	0	2,5890733978	2,0148131706	0	0	0,5166561975	3,7850040383	2,2929787588	0	0,0017326388	1,03763256569e-05	0,0006751018	0	0,0006386508	0,0132118757	288	0
431	3650	0	5	9	5	14	1	0,4428343084	0	944,288117855	0	34	226	0	0	0	0	0	0,797689997	315	313	29	4,9562251672	0	1,0350405838	0	10	2	15	23	0	4,281526853	4,3653069388	1,3359199499	3,9851255389	0	5,5373121024	2,2819486916	14	0	1,5033335115	0,1707997032	33	0	4	48	2,8981843652	0	2,8981843652	0	0	1,5958090466	12313	155,314582086	1299588	0	0	0	0	3,2818120164	25073	3,5175636688	24989	10,8078370704	84983	0	0,313123416	3,0648763748	0	1,154799362	0,6580723431	0,1486788496	0	3,6281000882	0,0018396876	0	7,70812656287e-05	0	0,0033763809	0,004974004	0	1436	1
432	1776	4	0	0	4	4	1	0,8913640694	254	359,428681573	0	48	1995	0	0	2	1462	1635	0,3305985434	93	81	15	13,7139647159	0,7993892883	2,9948210161	0	0	3	17	0	18	0	0,6292890214	6,4816618863	0,0872596952	2,0898745624	2,5138325177	3,5754846762	0	0	1,9074408269	2,049624599	0	5	7	2419	3,9078098667	4,1362381562	-0,2284282894	468,143251536	1	0	0	9,6121941566	87004	13,6243745519	116651	0	0	0	0	0	0	0,126791975	1064	0	0	3,3036323706	0	4,7691857077	0	1,7977907406	1,3644914395	0	0	0,0007590939	0,0003407819	0,0008947609	0	0,0003011991	0,0015540361	1210	1
433	4680	0	23	0	23	23	0,4769594431	0,3375881058	1551	27,6663840938	0	27	191	0	26	0	0	1236	1,1627365308	55	0	0	16,5252393364	7,3444800204	0	21	0	3	43	31	4	0	3,2652929068	2,8504832572	0	3,2809331093	0,6725360003	0,2388006492	0	1,447977518	0	0	41	0	3	0	2,2810223961	0	2,2810223961	182,425669705	0	41,1614750073	317618	43,5985601225	364809	0,2827707699	2496	5,0945438194	46128	10,5615045336	80691	11,0327670658	78379	25,1735699682	197943	0,3292610126	0	1,517616422	0	0,6597472355	0,3177254426	0,8037701	0	8,5175470818	0	0	0,0001074382	0,0005503256	0,0011859105	0	0,001739932	764	1
434	480	0	9	4	9	13	1	0,3018168561	633	0	0	24	1959	1	8	10	195	0	0,9381056686	271	196	34	2,1834251722	6,4410652386	1,1361719454	3	0	0	5	19	56	12,8365039371	5,0420850473	0	2,7561339041	0,3514350698	3,1529758262	0,962421949	14	0,5917921315	2,5728216909	0,5750308211	117	5	3	442	0	2,6857700199	-2,6857700199	240,096636727	2	5,6233763979	46890	29,4945320476	266968	0	0	17,4346894021	124837	0,2279347394	1887	0	0	16,7218734688	140347	0,3905315515	0,3444501811	0	4,6016835158	0	0	1,8026770137	0	1,118444166	0,0003610283	0,0005006454	0,0005576758	0	0,0003790467	0	0	946	0
435	4311	1	0	0	1	1	1	0,336671885	0	70,2589991693	0	24	446	1	0	0	0	0	2,1433052303	206	161	2	8,6561989512	0	0	0	36	1	31	42	0	0	0	2,7095756947	2,953064943	0	0,7606907558	8,8616050422	34	0	1,6805438358	0	75	3	9	454	2,9102915046	8,7222777414	-5,8119862368	247,028772114	1	0	0	226,021377135	1891225	0	0	0	0	0	0	0	0	0	0	0,8593405413	0,3404080469	1,8793397691	0,4947285962	0	0	0	0	2,1765092698	0	0,0002683185	0,0003841324	6,60976387302e-05	0,0005777613	0,0019135522	0	554	1
436	81	0	0	5	0	5	0	0,4951796526	868	168,300842551	13,8205434961	59	693	0	3	2	0	854	1,2489279803	165	42	4	0	13,2892439465	0	2	0	3	0	30	0	1,0483957851	5,0173056998	0	3,054807332	0	0	1,1285473507	50	0	0	0,4421955218	0	4	26	0	0	0	0	0	2	87,6612621882	730970	9,4439916634	85481	30,1352834159	258016	0,5332753168	3818	0	0	5,1435698703	43170	4,44512902	37308	0	0,2570104286	0	1,0542431743	4,5907249913	1,4065919372	0,2523082136	1,5184663295	1,3223697914	0,0003070796	0,0004213876	2,58064265067e-05	0,0005301021	0	0	0	2142	1
437	2066	21	9	1	30	31	0,0323889167	1	168	0	0	72	1409	1	4	0	1408	1449	1,0328062643	110	106	20	2,1178539069	5,8755294552	0,2358017932	8	6	5	0	0	44	4,5671778299	5,0861065137	0	8,9954955592	0	0	1,2934807244	0	0,9147590257	2,0061830049	0,328041133	331	7	0	324	0	9,4250956393	-9,4250956393	132,826930924	2	0	0	0	0	2,8357457972	24279	4,0823780427	29231	4,1247233062	34149	5,3158040572	44615	1,684238994	14135	0,3483094097	0,3616867067	1,9594586456	0	0	1,9698050012	0	1,9342242834	0	0,0008961825	0,0002781011	0	0	0	0	0,0002528384	1139,27473176	1
438	4143	0	1	11	1	12	0,3353858778	0,7800713237	372	62,7615810613	2,6482223808	78	190	1	3	7	0	0	0	41	5	0	0	13,1796171649	0,8662211349	10	7	1	60	4	48	2,2189431248	2,4826702242	0,8692440529	0,4708523086	0	0,4106633722	0	0	0,8070807212	0	0,6876875749	29	3	0	0	0	0	0	0	0	0	0	129,12492512	1080447	109,958890704	970753	0	0	0	0	0	0	11,0423022632	86827	0,2046415918	0	0	1,5453068652	0	0	1,8894259704	0	5,071215471	0,0005461181	0,0007053266	0,0003206019	0	0	0,0034014194	0	1434	1
439	4940	0	2	5	2	7	0,2573249304	0	0	119,713545151	0	31	104	1	0	0	483	1114	0,8907160808	256	112	7	0	0	3,6326894147	5	7	3	25	5	0	0	4,1739845365	0	3,9448031002	1,9103563146	6,0372177148	0,3282053439	3	2,2695163738	0,4286170559	0,9594429211	0	5	16	7	1,6479336698	0	1,6479336698	250,296205301	0	41,4577148917	319904	92,713188781	775774	38,7172488904	341808	0,990030925	8964	0	0	0	0	0	0	1	0	0	0	0	0	0,7390750747	0	1,2281522321	0	0	0	0	0,003780754	0,0003186661	0,004762888	884	1
440	1292	2	4	2	6	8	1	0,6142043801	342	0	0	58	1729	0	1	0	0	0	1,2330331637	101	74	0	9,1074985066	0,5114323029	0	4	3	4	0	0	29	15,4737739524	5,5980182645	2,9317499482	3,6854113217	1,557499979	3,2757640379	0,8631366305	31	2,9791386721	0	0	147	0	4	0	4,5901924394	0,9605508438	3,6296415956	540,614616517	1	0	0	0	0	9,6994051419	83045	0	0	0	0	0	0	6,9147045877	58035	0	0	0,4847347445	0	0	0	0,7995840177	1,9681461188	0	0,0004451252	0,0003260857	0	0,0003154448	0,0001148854	0,0003885933	0,0004209782	1461,85764605	0
441	4183	1	3	2	4	6	1	0,5476287935	618	124,873317516	1,9549659759	28	127	1	0	28	189	0	1,6498546858	312	7	0	11,3273611784	3,5744370395	23,738408818	3	0	5	66	37	48	0	0	0	3,181714289	0,5759285064	3,1159673966	0,5911951913	21	0	3,3278839429	0	107	4	4	1123	3,4154747791	3,6988057884	-0,2833310093	395,221344215	1	0	0	3,6744429143	30745	21,0436205163	185779	8,8272817959	79927	0	0	11,8419415845	84127	0,1959568853	1540	0,3164740089	0,1108861668	0,8895541801	5,6197657875	1,7402500366	1,1521518237	1,1084998539	0	2,4570943319	0,0034505192	0	0	0	0	0,0070974013	0,0017325765	278	0
442	2127	7	0	0	7	7	0,9920713866	1	350	521,206358679	23,0940358862	66	922	1	1	1	0	14	1,1810850472	137	115	7	18,0088935635	1,6309017476	9,2602243282	2	0	9	16	39	39	0	1,807411648	2,2191439814	0	0	6,8739908507	0	0	19,8168202139	3,7461472364	0,3197294171	792	3	14	0	11,5285782726	0	11,5285782726	0	0	2,9776439555	24829	0	0	0	0	37,9701248343	271877	27,6791250249	229159	2,0640541726	17323	0,3874839017	3252	0,9489019422	1	0,1851625696	2,147833404	0,3472996282	0,2394833852	2,533020434	0,2081244653	0	0	0,0007045935	0,0003752164	0,000301527	0,0004532296	0,000158491	0,0007852167	1031,40064237	0
443	186	0	4	0	4	4	0,5921056631	0,0356824788	1016	148,091735816	1,49498545	48	1339	1	3	0	1966	0	0,6512470415	273	107	20	0	0	6,6459536168	0	2	0	36	12	0	5,6083247854	5,5186840313	0	0	3,6168149948	0,8745046778	1,5604214231	3	2,9104968841	1,5652096927	0	82	0	4	0	2,9101348416	2,2737553288	0,6363795128	0	0	2,1528193176	17951	65,1223311608	589452	39,5989738636	339044	12,839535634	91935	45,4466580261	376259	0	0	9,6108895995	80664	0,3642697232	0	0	0	0,0555803016	1,6621201834	1,5591229568	0	4,0448141885	0	0,0001905097	0,0005519086	0	0,0001108707	0	2,86293788477e-06	1123,76392443	0
444	5173	0	4	1	4	5	0	0,4314419799	740	0	0	42	230	0	2	3	8164	1291	0,8499201352	246	7	0	16,1536380917	10,3261776541	4,1246815143	0	6	0	0	2	0	0	2,689956849	1,7836928092	0,3581352766	0,9120062382	2,3241834447	0	19	1,5550577637	2,3540311491	0,3889190288	104	5	30	0	0	0	0	652,75173626	0	51,7331933817	399194	0	0	0	0	1,9652300151	17794	5,1873825065	39632	2,1990387966	15622	0	0	1	0	2,338011178	1,1496445902	7,5954163533	0,0624573941	1,5882565625	0	0,4122622249	0,0014558917	0,0022941465	0,0006298852	0,0002215382	0,0034517492	3,08744901001e-05	0,0063753538	360	1
445	4611	0	1	0	1	1	0,018191321	0,1172845134	185	1014,25281619	3,324747345	41	779	1	0	4	278	1779	0,2554528931	25	11	1	12,3398881192	10,872261565	5,4489838085	0	0	2	4	21	58	0	6,6838907385	0	0,7539873297	8,3282697819	0,836095618	0,6030239849	52	1,92841125	0	2,2318998291	0	1	22	0	2,4051759137	5,7792235633	-3,3740476495	102,917640776	0	151,234393688	1166985	0	0	0	0	6,3883132415	57843	0	0	25,5280717374	181356	5,0121322984	39411	0,9718305741	0,8475656329	0	5,1397670448	0	0,5150343416	0,599093465	1,7897946752	0	0	0,0004982734	0,0010783943	0,0004899389	0,0024478765	0,006453539	0	1866	1
446	1989	5	4	4	9	13	0,1601092823	1	0	181,690291874	14,2927527342	59	164	0	0	0	0	4042	0	129	47	7	12,8416225173	0,48488954	10,9082578037	14	8	5	46	38	13	4,0413100632	3,5618634277	0	15,75812304	1,9056537641	3,893743561	2,8718652443	61	2,2296902597	0	0,6925980285	302	3	38	1023	0	0	0	180,978104354	1	0	0	6,4268293088	58172	0	0	10,2773628751	73589	67,6184860401	559823	14,6180790215	122690	2,6843345758	22529	0	0,243980847	0	0	0	0	0,6049779014	1,4512472273	1,8313760471	0,0005568752	0,0002280325	0	0,0005079291	0	0	0	144	1
447	2745	0	2	2	2	4	0,0155374329	0	0	1249,73197649	0,6329839884	28	55	1	0	0	617	901	0,3875748602	111	31	1	0,0295699697	4,0778393158	4,9029367752	0	0	0	71	0	23	3,4893229562	0	0,0254106859	13,2277653497	1,4972596497	1,745506324	0,7279855773	0	0	2,3996420699	1,5718061851	119	2	8	1367	1,0318428825	0	1,0318428825	404,177272107	0	0	0	38,9832001342	326190	361,566905682	3192031	9,5928124296	86858	18,6042676515	142138	0	0	15,3419985948	120636	0,1730632868	0,549725592	0	0	2,6606157805	0	0,3022871117	0	3,7473962624	0,0031885548	0	0	0,0007257499	0	0,0004479453	0,0045376909	308,095427342	1
448	561	0	0	3	0	3	0,0092614545	0	0	330,48453631	0	68	1795	0	1	0	0	1831	2,5286143823	239	71	4	0	0,7136986659	0	0	2	3	51	24	0	3,1774754585	0	0	4,0857319069	0,5948888992	1,608099366	0	3	0,3576599736	1,5752039547	0	33	4	12	321	10,6952828505	0	10,6952828505	0	12	0,1806458577	1506	0	0	79,7970637883	683218	1,9145963228	13709	51,8669388936	429414	1,7949096418	15064	0,5345445292	4486	0	0,5626410413	4,8877230231	0	1,4424317978	1,1269408872	0	2,7661433277	0,5262444059	0	0,0004725698	0,0013648065	0	0	9,34630432128e-05	0,0003909735	1464,23238435	0
449	1765	2	0	0	2	2	0,9375499473	0,7716659462	0	111,659461687	0	57	1769	2	2	0	630	0	0,6604020698	248	97	8	2,8432580326	12,9000152653	3,2158265285	10	0	0	21	0	18	1,9625128677	3,0086123155	0	1,8376539794	2,2624326027	0,5229954491	0,6775089091	114	1,3249420947	1,9428408227	0	156	2	0	180	2,2619798666	0	2,2619798666	774,361806247	2	16,2476164422	135481	0	0	147,632743368	1264024	6,8096620861	48759	0	0	22,6765484905	190325	14,038028234	117821	0,2367616631	0,4049038303	0	1,1889036342	1,8997858565	0	0	8,8046683315	0	0,0001814183	0	0,0002268574	5,7727937055e-05	0,0002155163	0,0008301827	0,0016754817	997,930118462	0
450	3216	0	2	3	2	5	0,6555503088	0,070952432	767	944,775207783	0,2550831968	57	119	0	1	0	67	0	1,4294367205	92	57	2	7,073127959	5,6325718549	0	5	7	3	79	11	0	1,9671126319	0	4,5473891983	0	4,2265362026	0,3598917377	0,6988829231	14	0	0	0	237	3	19	219	1,5799774514	5,1689577512	-3,5889802999	352,902322366	0	0	0	0	0	0	0	9,0150465432	81627	0	0	0	0	1,1300669443	8885	0,2164616761	0,3917772216	3,7438912558	0,175730901	0,8054800758	1,703775761	0,8551528296	0	3,1784227414	0,0004675108	0,0002398529	0	0,0002698737	0	0	0	558	1
