	contract_id	cnt_blocks_1m	cnt_blocks_2m	cnt_blocks_3m	cnt_blocks_2m_sum	cnt_blocks_3m_sum	ratio_cnt_blocks_2m	ratio_cnt_blocks_3m	avg_block_3m	last_block	ratio_last_block_to_3m	age	contract_duration	cnt_active_services_now	cnt_active_services	cnt_canceled_services	avg_service_time	last_change_time	avg_service	cnt_contracts_in_area	cnt_active_contarcts_in_area	cnt_broken_contracts_in_area	credit_3m	credit_2m	credit_1m	cnt_transactions_3m	cnt_transactions_2m	cnt_transactions_1m	transaction_period_3m	transaction_period_2m	transaction_period_1m	avg_transaction_3m	avg_transaction_2m	avg_transaction_1m	last_transaction	ratio_last_transaction_to_3m	ratio_last_transaction_to_2m	ratio_last_transaction_to_1m	last_transaction_time	ratio_last_transaction_time_to_1m	ratio_last_transaction_time_to_2m	ratio_last_transaction_time_to_3m	cnt_favorite_transactions	cnt_types_of_transaction	cnt_tariff_plan	last_tariff_plan_change	tariff_payment_now	tariff_payment_before	diff_in_tariff_payments	avg_tariff_change_time	cnt_equip	traffic_activity_1m	open_sessions_1m	traffic_activity_2m	open_sessions_2m	traffic_activity_3m	open_sessions_3m	traffic_activity_1w	open_sessions_1w	traffic_activity_2w	open_sessions_2w	traffic_activity_3w	open_sessions_1m.1	traffic_activity_4w	open_sessions_4w	ratio_traffic_1m_to_3m	ratio_traffic_1m_to_2m	avg_daily_traffic_1m	avg_daily_traffic_2m	avg_daily_traffic_3m	avg_daily_traffic_1w	avg_daily_traffic_2w	avg_daily_traffic_3w	avg_daily_traffic_4w	avg_traffic_per_session_1m	avg_traffic_per_session_2m	avg_traffic_per_session_3m	avg_traffic_per_session_1w	avg_traffic_per_session_2w	avg_traffic_per_session_3w	avg_traffic_per_session_4w	ARPU	churn	churn_pred_prob
133	4733	4	2	6	6	12	0,0776542931	0,2566166894	0	281,570202917	1,0779409478	56	201	0	0	1	1057	710	1,853668014	190	188	14	0	6,0818703939	1,0935855641	9	3	1	0	121	0	0	0	3,8345495891	9,1821778215	2,7107850135	0,7084338469	0,3404904422	0	0	2,7059260553	0,7951165997	269	0	16	0	2,4469617741	0	2,4469617741	134,467493833	0	88,7231415619	684623	22,7270169498	190167	68,4825296092	604586	4,6622198989	42214	0	0	25,9897429117	184636	0	0	0,527181651	0,085707214	0	2,5773328858	0,1950626727	0,1755833072	1,2755638873	0	1,099241278	0	0	7,43754855075e-05	0	0	0	0,0022886944	204	1	0,6633333333
134	4122	1	0	0	1	1	0,1381797721	0,1670707726	684	0	4,7184277852	27	198	3	4	2	402	0	1,3734676655	80	61	6	0	13,7659103564	3,501752815	0	0	2	56	0	0	0	2,8904099374	0	1,9713083468	0	6,741350453	0,6979924745	33	0	0,3270914563	0	506	1	8	102	1,8660541648	0	1,8660541648	207,606308226	5	47,8452740278	369193	102,493128921	857607	0	0	0	0	0	0	20,5514130429	146001	0	0	0,5565028739	0,6968419224	7,6200739033	0,2665090881	1,6868648307	0	0	0	1,0951834192	0,0003280613	0	7,61112973497e-05	0	0,0035253048	0,0008939257	0,0041106025	368	1	0,7566666667
135	1806	3	0	1	3	4	0,7266031068	1	353	0	4,5258972115	71	1708	0	0	0	1291	3753	0,6894299869	52	33	4	10,1118735953	3,7181758425	4,2109631753	6	2	8	0	9	0	2,2073669427	2,62644062	0	4,2438071593	3,0653185612	0	1,0599521137	70	0,3232971816	4,1058116998	1,4560162503	230	2	19	729	4,8322629089	5,3757619098	-0,5434990009	359,303857708	2	0	0	57,3051021627	518695	35,5736059912	304579	0	0	7,1056959843	58829	8,0846511745	67854	0	0	1	0,3250791064	0	0,0982382834	0	0,1613791608	2,3716255715	4,1754879681	0	0	0,0003009499	0,0006658616	0,0002127825	0	0	0	1137,96030975	0	0,36
136	4763	4	0	5	4	9	1	1	112	0	3,6249015777	56	2329	1	0	0	0	3287	0,9517722894	203	158	13	0,5027744964	0	3,0997410808	0	0	0	4	31	12	4,5751291349	4,2476509332	0	2,2124918616	0	0	0,2328229673	15	1,4108203696	0,8206312617	1,0289597781	172	2	10	1376	0	3,3934989773	-3,3934989773	0	1	0	0	50,6557947544	423860	0	0	0	0	0	0	0	0	1,923136741	15121	0,1539657985	1	0	3,4490775989	0	0	0,2738022085	0	1,0935797729	0,0010821031	0,0007654505	0	0	0,0073503655	0,0007645638	0,0026086058	306	1	0,7766666667
137	1253	0	0	8	0	8	0	1	1487	0	0	29	225	0	2	1	705	0	0,4036418311	108	89	1	4,198088697	0	2,8564171723	0	0	2	25	17	34	2,9082966568	5,4506959315	5,3255681802	0	1,104798769	2,7333588257	1,2826280317	25	4,3695737938	1,9239474072	0	0	4	46	0	3,6686241759	4,8675409491	-1,1989167732	75,6657940256	0	0	0	94,3068940424	853615	35,5847920071	304675	0	0	2,7587702274	22840	2,8151221733	23627	6,4557418847	54183	0,5168176151	0,5976146894	2,0977478775	0,7785702606	0,2610316026	0	0	2,1697915765	1,4148020737	0,0003210126	8,55449207569e-05	0,0029118733	0	0	0,0004294523	0,0002278067	560	1	0,4733333333
138	54	2	0	2	2	4	1	0,9095564977	283	0	0	45	2120	0	5	0	679	415	1,0895255905	78	69	4	6,139421073	0	0,3625283576	0	27	12	15	0	20	1,5654925558	0	0	6,0319740113	3,8085395015	0	0	25	0	0	0,2347979708	0	5	9	185	0,4032471639	1,9833348412	-1,5800876773	117,396069007	2	0	0	65,1246353409	589473	0	0	0	0	1,98376091	16423	0	0	0,3324318582	2790	0	0	0	0	0	0,7223622996	2,1239577077	1,1602363005	0	0	9,95846199653e-05	0,0006780672	0	0,000378966	0,0002194475	0	1038,0633523	1	0,3633333333
139	2694	0	2	7	2	9	0	1	0	424,26274917	0,5054447705	39	160	1	3	2	499	0	1,2165938543	135	120	7	5,6560175358	4,9211807442	6,8711076274	5	0	3	0	0	0	6,0917389083	3,1020821428	0,5325223789	6,2746131922	1,5063144662	0	0,2202016762	0	4,0108900562	0	0,0183475689	131	1	12	126	0	0	0	186,150891949	0	17,9065315787	138174	0	0	0	0	0	0	39,691401217	303246	0	0	0	0	0,4122299693	0,5317037279	0,6434036493	2,9944158484	0,4174875591	0,7904786654	4,0564853802	9,4086714786	3,1114193405	0,0003528062	0	0	0,0007810047	0,0025020583	0	1,55803750397e-05	327,442064403	1	0,7233333333
140	5028	9	0	7	9	16	0	1	763	739,596147193	8,1078866316	33	1885	0	3	0	104	0	1,3239429443	27	20	1	4,4559994171	2,1566631329	4,9115628026	20	18	2	13	3	7	1,5156744719	0,0675765137	0,8262040269	5,8144249228	15,9559060731	1,4176925495	0,5628026606	44	3,4375817524	4,1457017978	0	137	2	0	1350	0,9430975146	2,736353471	-1,7932559564	325,430057904	2	0	0	0	0	6,3668368461	56208	0	0	14,1690516804	108253	0	0	5,0094849253	39390	0,1832234463	0,7525735797	0	0,448600925	0,9079775592	0	0,6200956145	2,2407601743	0	0,0024522035	0	0,0001098801	4,12282489797e-05	0,0032831983	0,0010369944	0	224	1	0,6733333333
141	1904	1	5	0	6	6	0	0,2301528203	314	1091,36008882	12,4949769922	34	116	0	0	5	3197	277	1,2207584434	234	225	24	9,6271290786	12,0534253733	9,753296251	5	0	0	87	54	29	4,7313924043	3,9122738863	11,8873944221	1,2450600347	0	0	3,177942818	8	19,3302040482	2,3849226039	0,2684543115	27	1	3	0	0,310557309	1,9633454635	-1,6527881545	233,456699867	0	38,1157454066	317831	9,0961303712	82333	60,7820783953	520413	11,9146945724	85312	10,1436470797	83980	10,215215784	85736	8,9231984274	74892	0	0,5898323759	0,2380712732	1,9358431571	0,3040214498	0	1,5183674262	2,1745932238	0	6,98334718244e-05	0	0,0003961951	0,0011352283	0,0002622952	0	0	1434	0	0,3266666667
142	945	1	0	0	1	1	0	0,1566180065	1007	0	15,3269945412	72	1045	0	0	0	1183	840	0,2980247532	252	236	40	0,2975199332	3,8853892032	0	7	8	4	10	33	113	1,8657579834	0	1,3261390121	11,9041307761	0	0,8806305835	3,0784920078	24	0	1,321028688	1,1915512973	127	0	13	1877	1,1453757537	1,0080658265	0,1373099272	537,671149822	2	8,9194605488	74375	71,5955974118	648045	0	0	0	0	0	0	0,9925640204	8330	1,3496244226	11327	0	1	0	0	0,2888167188	0	0	2,7049348123	1,6475710135	0,0004693386	0,00024437	0,0006676691	0	0	0	0	1883,11088985	0	0,34
143	2017	4	5	4	9	13	0,9679911516	0	0	654,733307003	30,6034841526	36	1861	0	0	0	0	1384	0,3724662561	204	165	31	0	1,3660105253	9,3408505568	0	0	0	0	0	13	0	7,1802973393	2,3456855643	0	3,8465409822	2,805266104	1,2097419529	58	1,4725159781	0,1406054556	0	263	1	0	0	0	0	0	826,244085037	3	32,9662288014	274891	53,1070803263	480697	2,5114216105	21502	8,7475640697	62635	13,1136830031	108570	17,6770014705	148364	0	0	0	0,4315789778	0,3730873219	0	0	0,1281814323	0,4541410312	0	0	0,0010657547	2,27883329198e-05	0	0,0001545039	0,0006194548	0,000500099	0,0004014979	780	0	0,2933333333
144	1945	2	2	7	4	11	0,4244242865	1	0	474,489292656	3,2202403763	29	518	1	2	2	75	907	1,428091946	35	11	0	3,8434221789	0	4,9666900317	15	2	3	0	21	22	0	3,6565671763	0	7,7769120827	2,6083293308	0,0570100006	0,0860101877	0	6,4512701319	1,2848493332	0	44	5	0	566	9,745155413	0,426322771	9,318832642	1152,90961162	6	54,481342694	454296	0	0	4,0995618021	35100	0	0	0	0	0	0	16,8308120609	141261	0,4293444989	0,3903999262	0	0	15,3181458184	0	0,4882544184	1,5640999654	0	0,0004313104	0,0002719069	0,0002298916	0	0,0005783366	0,0002463622	0,0004869219	478	0	0,4133333333
145	3373	16	0	0	16	16	0,3026050983	0,1103561416	0	606,220974534	0	33	3370	2	3	1	1827	0	0,7583265589	43	3	0	0	0	10,4798389252	6	0	5	26	12	33	2,8510263868	5,6022581587	3,9133028021	6,9266347117	4,1103689762	1,88713309	1,4698287279	0	0	9,4357900313	0	188	6	15	0	0,1454876824	0,716916949	-0,5714292666	0	0	34,9442994667	269644	0	0	35,1301762688	310140	7,8513582838	71090	0	0	0	0	6,6325156121	52152	0,7962971972	0,3342709096	0	0	0	0	3,09936423	1,9593389427	0	0,0008046671	0,000533703	0	0,0002210959	0,0008281408	0	0	434	1	0,4433333333
146	5134	0	2	6	2	8	0,2132266499	1	619	637,624243934	1,1541638041	61	41	1	2	0	323	409	0,710467904	359	27	2	8,9747648024	10,0915045692	0	0	7	4	23	0	2	0	0	3,1095532586	0	3,1722542146	0,7515816946	0	0	6,367271566	0,5817059838	0	73	1	0	0	4,4055665159	1,6599982797	2,7455682362	373,489953173	3	12,2001738624	94141	177,278889202	1483374	0	0	3,0481718832	27599	10,7332902491	82003	0	0	9,3371742537	73419	0	0,2162621315	2,4060291025	1,9200530009	1,3099288102	0,0467802306	0	0	0	0	0,0051329223	0,0004872447	0,0003005036	0	0,0095836863	0,0011637042	548	1	0,7133333333
147	4803	0	0	5	0	5	0	1	0	267,288958049	4,2868010319	25	1889	1	0	2	0	603	2,1250049951	74	20	3	2,8000080822	9,7515589183	12,7610198408	2	3	0	0	35	3	7,1892888154	5,9888793595	2,0597041257	0,0732344292	0	3,9388536127	0	42	1,267794046	0,3750747712	1,7299637776	182	2	0	1508	4,5015370996	0	4,5015370996	904,350174252	0	55,0280471125	424618	210,674831497	1762813	136,028572122	1200904	0	0	8,3375816267	63700	0	0	0	0	0,4529025643	0,0245718805	2,2350319621	2,5274003399	1,0096795422	0	0	1,1330268995	0	0	0	2,27815719331e-05	6,70003736226e-05	0,0001730424	0	0,0043310817	1566	0	0,7033333333
148	509	4	10	5	14	19	1	1	0	387,091034721	4,0905348184	56	1938	0	0	0	574	0	0,7010804369	135	112	16	3,7117270101	0,7870068948	12,900995097	9	2	4	65	0	31	1,2033304489	0,2593329156	0	0	1,5289689124	0,0792814318	0,0337455184	24	0	0	1,2521705913	0	4	0	831	5,2887239519	4,0395827597	1,2491411922	821,632796484	0	0	0	56,3084317575	509673	0	0	0	0	0	0	0	0	11,1408217055	93505	0,1478599189	0,5993915729	0,3473986427	0,6547598128	5,0274376827	0,7110365972	1,1096559242	2,9942369936	0	0,0006405458	0,0001698065	0,0004908578	0,0005897951	8,05456491207e-05	0,0010854002	0	641,80775741	0	0,41
149	2777	0	3	1	3	4	0,8089729617	0	512	0	0	29	211	0	11	0	0	0	0,4506404594	232	78	13	0,0974627976	1,6074626545	0	0	2	1	6	32	26	0	2,3051156345	10,6888598282	2,9449800251	0	0	1,1631095129	64	0	0,2360789067	0	98	1	7	0	1,9044038614	0	1,9044038614	657,840642474	0	11,014896969	84995	166,797847439	1395674	73,4129599945	648113	0	0	16,0058130886	122286	7,5638143265	53734	0	0	1	0	0,0962819798	0	0	0,8614266809	0	2,2170442091	3,4352543709	0	0,0042130307	0,0003084941	0	0	0,0022507488	0	342,515238777	0	0,6866666667
150	1930	0	0	0	0	0	1	0,7484452183	212	199,116357755	0	22	2507	0	1	2	1432	0	1,758362616	152	35	5	0	5,11257501	10,177486599	0	6	0	0	16	3	0	0,2047672489	11,9311524983	0	0	0	0	0	0	2,4257417193	0,4076701058	148	2	17	920	0	3,9449377837	-3,9449377837	412,263461528	5	20,8045672937	173480	42,6172997191	385749	49,3680334444	422686	0	0	0	0	0	0	4,9538931678	41578	0	0,8060988111	0	0	0	0	0	0	2,1632093978	0,000334879	0,0003969526	5,5356671551e-05	0,000165329	0	0	0	278	1	0,4833333333
151	4633	5	0	1	5	6	0,1251322274	1	276	0	0	39	2349	0	2	1	817	858	0,254361363	100	32	2	0	0	0	5	1	0	11	0	31	0	9,6100412976	1,0536311894	4,3338821151	3,3923936523	1,219854382	0,9114917206	0	1,6023388256	0	0	242	2	13	5875	0,2176238695	1,3357259686	-1,1181020991	838,65615119	0	0	0	0	0	0	0	16,5457589008	149814	12,1751997411	93019	0	0	0	0	0,4148457855	0,3414216097	0	1,0370737257	0	0	3,424672677	0,8963038928	1,637879227	0,0002868905	0	0,0009508985	0	0,0066503739	0,0025005291	0	324	1	0,6266666667
152	4047	5	5	0	10	10	0,2164579507	1	692	652,565254775	0	33	259	0	2	1	0	2593	0,560116144	2	0	0	6,3788982414	0	0,9455766498	4	0	2	0	0	18	0	3,8362277929	2,9272560938	5,4880864378	5,4192576753	2,5100722175	3,8689891645	8	0	1,8495169648	0	198	6	11	412	1,5025801197	9,1338648413	-7,6312847216	23,3653978424	0	175,879464277	1357156	0	0	0	0	7,7616704924	70278	0	0	11,819991792	83971	7,9457195307	62478	0,792171042	0	1,4538963076	0	0,6138707192	1,6446993316	0	1,3941498182	0,8443783141	0,0008760466	0	0	0,0001018616	0	0	0	860	1	0,48
153	2590	0	0	0	0	0	0,5602915659	0	0	0	0	30	311	1	1	0	345	2559	0,072906053	141	113	17	20,3697728789	23,7083318691	0	5	4	0	0	21	0	2,778934093	0	0,8462351183	0	0	7,7614633504	0	0	0	1,5133906291	0	42	4	0	226	0	0	0	292,705632008	1	0	0	6,9813789531	58416	0	0	15,6769772415	141948	0	0	0	0	0	0	0,5647905934	0,5970325408	0,4978703242	0	0	0	0	0	5,4766517205	0,0020806257	0,0002521768	0	0,0002784893	0,0044755924	0,0045521068	0,0015637953	502,633854971	1	0,7666666667
154	1886	0	0	1	0	1	0,1782547207	0,9574436861	720	0	24,8003819327	67	1997	0	0	0	1052	0	0,8393958582	31	10	1	11,7344398022	8,4182211645	0	0	6	0	23	27	0	0,26495866	7,6892715998	5,537283694	0	5,6132116801	3,0609735469	0,1667076103	0	0	0	0	1001	2	0	0	0	0,9005684468	-0,9005684468	1221,9812209	0	0	0	20,9751134999	189855	51,2930461753	439168	12,2109955938	87434	0,8595307325	7116	0	0	3,606674419	30271	0,3099581293	0,222929562	0	4,9304486224	0,3138173289	0,6049403031	2,5585192522	0	1,9858114007	0	0	0	0	0	8,56039452886e-05	0,0003400941	794	1	0,2933333333
155	3525	6	0	0	6	6	0,7305538125	1	0	80,3145162703	0	59	198	0	4	0	612	0	1,5066531652	69	55	8	5,7128093196	4,2980572824	2,068848248	1	24	0	13	0	36	1,1055734984	2,5982085243	0	4,7660782857	0	5,6953179566	0,5771990411	0	0	0,136888463	0,639585445	0	3	16	0	4,5370211432	2,6658662594	1,8711548838	185,699171337	0	0	0	0	0	83,361660052	735944	0	0	17,6039731263	134496	7,5763822439	53824	27,1704684578	213645	0,5874223975	0,4437146644	0	0,9481907703	0	0	0	0	4,3099515849	0	0	0,0001354217	0,0003051647	0	0,0017338089	0	670	1	0,71
156	92	0	4	8	4	12	0,3981564659	0,8714289994	121	31,0548969952	11,9114442185	56	1272	0	3	2	373	81	0,8893386035	49	12	1	7,9970210349	2,0858304774	0,5437980396	1	0	5	0	45	30	6,8001682068	2,7166316083	3,7083657072	4,7380637232	0	0	0,5195215688	0	1,4228358237	0	0	106	11	5	2124	1,875282328	0	1,875282328	711,971265404	0	45,2277093526	377134	44,6165887258	403845	0	0	0	0	43,1385253975	357150	12,3434135253	103598	14,2634099595	119713	1	1	1,921097163	0	0	0	0	0,5130751977	0	0,0004195391	9,98004856505e-06	0,0001016673	0,0009328372	0,0006507979	0,0004821552	0,0005841578	466	0	0,2566666667
157	416	0	7	0	7	7	1	0,79975832	941	0	3,7283021333	50	289	1	2	0	0	65	0,7050295523	10	4	0	0,0570611138	9,9513686526	0,7062618731	1	3	10	0	99	12	8,4123958072	0	0	5,2289206892	2,4606978772	0	0,1955379552	23	0	3,0870952332	0,6682607007	400	2	0	0	2,7537438915	0	2,7537438915	130,926984553	4	18,654122438	155548	0	0	61,5549861787	527030	5,7762491563	41359	0	0	0	0	0	0	0,34825564	1	0	0	0,9771722883	0	0	0,4059620582	3,5458686175	0,0010944122	0,000586314	0,0002627232	0	0,0002597594	0	0,000333403	814	0	0,5033333333
158	4738	0	0	6	0	6	0,5699578031	0,5407808308	357	504,068154497	4,0687457557	23	814	1	0	2	1077	0	0,691318183	40	13	1	15,2927352088	0	0,4735309863	0	7	4	0	63	13	0,9390400805	1,9510959067	0	0,8650292727	0	1,4652921621	1,3723465139	18	0	1,6482642894	0	167	7	8	1490	4,320415674	2,9862395513	1,3341761227	0	1	57,3438192169	442488	0	0	0	0	26,5056457746	239997	10,1557934986	77591	1,947760315	13837	17,1464564141	134825	0,4892714665	0,6382129788	1,6678147741	1,2919725381	0	0,985916882	1,9693442	2,9203892494	1,1432939733	0	0,0024388826	0	0,0001280104	0,001279695	0,0047350759	0,002527687	956	1	0,7533333333
159	4729	0	2	12	2	14	1	0,4376239779	837	0	0,7847773031	46	2368	0	3	0	0	489	0,4885705025	116	1	0	3,9731731801	0	5,6505491863	1	4	0	0	23	26	0	0	1,7907597966	7,2516573442	2,7981928065	0	0	0	1,2945964806	2,0732813942	1,2131867837	135	5	29	459	3,4806850776	2,1624636252	1,3182214524	171,410162853	1	43,3446562338	334464	0	0	0	0	0	0	8,2919795765	63351	0	0	23,6555554251	186007	0,2919058576	1	0	1,4263895673	0,1994779874	0	0,1957511118	2,9320644774	3,8601474958	0,0061271126	0	0,0003644918	0	0	0	0	0	0	0,7
160	214	0	0	0	0	0	0,0670525438	0,5731422442	1014	37,0433732871	0	31	190	0	5	0	817	0	1,4920698843	23	12	1	0,308052934	10,4273737234	0	3	1	9	25	37	0	0,5325231202	1,5718204158	6,6197943372	0,5229416186	0,332559942	0,579628034	0,0100580916	48	3,6602768863	9,0842497039	0	0	2	62	582	0	0	0	0	4	0	0	311,478572422	2819338	0	0	9,917165806	71009	5,4145520602	44827	3,7223243976	31241	0	0	0,6536409351	0	1,5581570553	0	0	0	0	0	6,6041726776	0	0,0011210942	0,000849758	0	0,0002676613	0	0	412	0	0,62
161	1306	0	0	5	0	5	0,2960514485	1	675	590,657026524	1,4517297515	52	1711	0	8	0	2322	5074	1,6745327671	36	7	0	0,9924118426	0	8,4132604829	2	5	0	94	32	0	0	1,5969029059	3,9709393399	3,5477225979	0,0540331512	0	2,6201031453	0	0	1,2879859921	0	78	5	0	544	0	0,9296923965	-0,9296923965	0	4	0	0	22,2529267818	201421	0	0	0	0	10,1549152078	84074	5,3892036237	45231	15,7711909423	132368	0	0,4247880336	0	1,8600120159	3,669354561	2,891397666	2,7566358441	0	0	0	0,0007549261	0,0009630117	2,05708556809e-05	0,0004154973	0,000223256	0,0001473562	1036,67487793	1	0,3466666667
162	419	1	3	5	4	9	0,3082510816	0,8331293138	130	84,020036416	0	36	1793	1	0	0	539	0	1,0988584994	274	34	6	3,1683460527	6,1364349935	1,190098472	0	0	0	17	19	27	0	1,8001833696	4,2970348177	7,6674361375	0	7,7207451546	0	24	0	14,6444383763	0	299	4	10	0	4,3874313499	1,4355571151	2,9518742348	324,022702559	3	12,0990496262	100888	14,0002457248	126722	54,4207591975	465947	0	0	3,4773107218	28789	2,239547114	18796	0,85401032	7167	0	0,0519071556	1,2565897802	0,8789851547	0	0	1,3426059192	0	0,7622764976	0,0004639918	0,0004647031	0,0006193349	0	0	0,0008089748	0,00012039	1434	0	0,3133333333
163	843	4	0	1	4	5	0,449624304	0,3389922271	246	417,723105491	0	36	34	1	0	3	0	4810	1,8288732806	50	9	1	0	0	1,4048433209	8	1	3	8	107	29	1,9851398298	0	4,1788256343	2,3462788504	0	0	2,5723697311	25	0,9354545603	0,763400217	0	105	0	5	186	5,2885905133	2,7247853546	2,5638051587	208,91173369	0	41,7747778001	348342	0	0	29,0492852496	248718	0	0	9,0736501256	75122	1,1412727934	9578	0	0	0,3460649554	0,8386952426	2,7088494281	1,7859849147	0,0218649134	2,7229028415	0,2475504565	0	2,1203949094	0	0,0005304857	0,0010335022	0	0	0	0,0009205068	952	0	0,4733333333
164	3082	9	2	0	11	11	1	1	0	680,147176505	3,3794609889	43	1503	0	3	4	1425	0	1,0731008201	364	129	8	11,8584789683	18,5959585765	0,7971721264	7	0	0	33	1	0	6,634461807	0,7830976118	8,2650553925	5,7870176874	0	2,0352126843	0,4351587988	0	2,278096616	1,2178194714	3,9184992838	0	0	15	0	3,0993882646	0	3,0993882646	1010,2482658	2	29,593092786	228352	2,6855097915	22470	58,7345935563	518528	0	0	5,1268703097	39169	11,1752981559	79391	0	0	0	0,7283268541	0	0	0	3,7092729581	0	0,6074747858	0	0,0007575811	0	0,0003462943	0,0002766429	0,0016550608	0,0005956167	0,0131656881	414	1	0,6733333333
165	4582	0	2	0	2	2	1	0	983	0	0,5894048748	67	3633	0	0	1	1463	1339	0	136	50	6	1,4544554932	1,7183299804	1,0398048054	16	0	7	0	35	41	2,0143659055	0	4,9616727455	0	0	2,5988384661	0,8374867065	29	0	0	0,0527120177	205	0	18	515	3,3315078455	0,2325677409	3,0989401046	0	6	0	0	0	0	102,343030403	903517	13,3524677898	120900	0	0	66,2018307368	470311	0	0	0,0715212515	0	2,2052604576	0	0	0	2,7126547157	0	0	0,0026685152	0	0	0	0,0027339766	0	0	616	1	0,6966666667
166	871	10	7	0	17	17	0,3798442414	0,0258935007	279	225,600424917	0	38	579	0	0	2	0	1726	0,4066713258	107	56	0	8,7644177897	0	0	0	3	0	3	2	10	0	2,1906032292	7,7702428717	0	1,9906600978	0,5372035116	0,5454234433	0	13,4223243669	0,7075020639	1,552990502	390	1	9	0	4,9923592045	0	4,9923592045	256,936443616	0	54,6542794988	455738	44,2533657427	400557	0	0	0	0	14,9610269746	123864	6,0267567402	50582	0	0	0	1	0	5,5815932955	1,4807761566	0,7720725293	0	0,5206532155	0	0,0008372645	0,0002100933	0	0,0006074886	0,0008395578	0	0,0003826241	192	1	0,48
167	4007	2	6	12	8	20	0	1	69	419,726537381	0	64	30	0	2	0	0	1253	1,0184429468	123	87	10	0	5,6457852225	7,2231588791	14	0	1	33	36	46	4,1601919635	0	2,54560953	5,6918921617	0	6,6413369505	0,7877427898	60	3,3654514333	2,3404015848	1,1755386097	116	7	0	633	0	15,8033594788	-15,8033594788	783,499027126	2	32,3951137604	249973	5,4669904403	45744	10,5378759917	93031	26,846034818	243079	0	0	17,9419086888	127462	9,4135780085	74020	0,6313311957	0	0	3,0880840945	2,7055014295	0	3,928778507	0	0,2535299905	0,0002087314	0,0013727544	0	0,0004536242	0	0	0	546	1	0,4066666667
168	3702	2	0	3	2	5	0,6816925875	0,9710938212	426	740,782212506	2,7086059863	37	2288	0	4	1	1314	5	0,9815797166	30	28	1	1,7832364312	7,0135798994	9,2292452453	12	2	0	79	42	1	2,1297408423	2,6047643999	2,2558913763	0	0	2,499022004	1,7022089802	50	0,6594228685	0	0	127	2	0	827	0,2340020888	3,1702107828	-2,936208694	0	1	0	0	195,029949608	1631905	23,9738096094	211648	8,32204647	75352	0	0	13,2969703748	94464	10,4760354816	82374	0,9673273977	0,4608252399	0,2546400522	0	0,3997601268	0	2,0725681669	0,5318026362	4,5868774394	0,0023407999	0,001970027	0,0003666747	0,0009234118	0,0001684918	0	0,0005363623	0	1	0,72
169	4425	0	2	0	2	2	1	0	101	1237,31383832	0	26	1877	1	3	2	469	1419	0,619954343	81	2	0	5,6763858355	3,4589181296	5,6797268669	0	0	0	0	62	37	4,188161562	2,1528010616	0	0	0,9354376978	0	0	67	0,8117343773	0,1331180734	0,7941162826	256	2	16	0	2,0664716676	0,5201570631	1,5463146045	0	3	20,8393598495	160804	0	0	0	0	5,9695427049	54051	10,3812409548	79313	0	0	0	0	0,4811358042	1	0,2289484615	2,4809039512	0,3137022608	0	0,3031985323	0,2638578143	1,4035257991	0	0	0,0001134984	0,0006863978	0	0	0	880	1	0,4966666667
170	3446	0	0	0	0	0	1	0,4230545933	672	0	2,2312634344	42	167	1	0	1	0	461	1,0239043974	80	26	4	0	2,0426248394	3,2895388429	0	5	1	15	26	0	0	6,914500224	0,9437190018	5,509160062	2,0761553427	0	0,413267227	15	0	0	0,7844423735	168	1	12	756	7,4380248334	0	7,4380248334	87,7946379425	0	57,3235634895	442331	0	0	46,6300577032	411665	8,2238461146	74463	0	0	4,5095203156	32036	2,1381221509	16812	0,2304486609	1	0	1,6162937646	0	0	2,2801773785	0	0	0,0008001522	0,0005258344	0	0,0001585811	0,0014147268	0,0037955364	0	848	1	0,7366666667
171	1552	9	3	0	12	12	0	0,0714815811	967	739,619746795	0	76	762	1	0	0	0	793	0,9801524521	289	41	6	0	7,8995506535	2,7677709844	0	0	3	37	0	0	0	9,0716776099	1,2940734504	7,4202033858	0	0,6368641153	0,3652894179	14	0,0410267567	0	0,9227883602	60	2	0	485	5,448098341	1,6804720141	3,767626327	502,945736781	0	22,8399460073	190452	0	0	39,0575615193	334408	114,536296881	820115	6,0602283944	50173	11,2737076599	94620	0	0	0	0	0,3409980255	0,8428247773	5,6277480346	1,1481865892	0,6642816088	1,0803705054	0	0	0,0013607042	0,0003648733	0	0,0002854893	0	0,0005005387	156	0	0,4433333333
172	3606	3	0	5	3	8	0,5556654506	0	23	357,26666118	0	51	61	1	3	2	1125	97	1,8936621326	35	28	2	5,0536454635	3,8299223805	4,0603976554	2	0	0	3	18	0	2,7143712824	4,1947859529	2,8342479419	4,2884905221	1,6787873287	0	0,2099612642	0	5,280828768	0	0	253	4	1	0	3,3916031656	4,0764368866	-0,6848337211	527,783132656	0	0	0	73,7774742229	617330	55,2881806587	488102	0	0	0	0	14,7216714605	104585	16,453403218	129375	0,2389672959	0,6016779223	0,8224846869	0	1,4094809019	0,5126659864	1,2377422109	1,7138291022	0	0,0086049196	0,0006352979	0	0	0	0,0046568886	0,0091498592	478	1	0,7866666667
